  y  Year  Fcolor  Fsurf   FCW   AMCW  AMcolor  AMsurf 
  1  2009       3      1  20.4  15.00        3       1
  0  2009       1      3  20.9  15.40        1       3
  0  2009       1      3  19.6  16.90        3       1
  1  2009       1      3  21.6  15.80        3       1
  1  2009       3      2  22.1  16.80        3       1
  0  2009       3      3  22.1  15.80        3       1
  1  2009       1      5  18.8  16.90        3       1
  1  2009       3      3  23.0  17.60        3       1
  1  2009       3      3  21.0  16.80        3       1
  1  2009       3      3  24.0  16.80        1       3
  0  2009       1      1  23.4  15.00        3       2
  1  2009       1      1  22.5  15.70        3       2
  1  2009       1      2  19.4  15.90        3       2
  1  2009       1      2  12.5  16.20        3       2
  1  2009       1      2  22.1  16.00        3       2
  1  2009       3      1  21.9  14.40        3       2
  0  2009       1      3  19.6  15.20        3       2
  0  2009       1      3  21.3  15.00        3       2
  1  2009       3      1  19.9  16.20        3       2
  1  2009       3      1  23.4  17.00        3       2
  0  2009       1      3  19.2  16.30        3       2
  0  2009       1      3  22.3  16.90        3       2
  1  2009       3      1  21.3  16.90        3       2
  0  2009       3      2  23.7  14.50        3       2
  1  2009       3      2  24.6  14.70        3       2
  0  2009       1      4  22.0  16.50        3       2
  1  2009       1      4  22.5  16.60        1       4
  0  2009       3      2  20.6  15.90        3       2
  0  2009       1      4  22.7  16.30        3       2
  1  2009       1      4  15.9  16.80        3       2
  1  2009       3      2  24.1  18.10        3       2
  0  2009       3      2  22.0  17.60        3       2
  0  2009       1      5  19.8  15.90        3       2
  0  2009       3      3  21.2  15.20        1       4
  0  2009       3      3  22.5  14.80        3       2
  0  2009       3      3  21.3  15.00        3       2
  1  2009       3      3  20.0  14.40        3       2
  0  2009       3      3  23.1  16.00        3       2
  1  2009       3      3  22.2  16.50        1       4
  0  2009       3      3  22.0  16.90        3       2
  0  2009       1      1  22.3  15.10        3       3
  1  2009       1      1  21.8  16.70        3       3
  1  2009       1      2  23.4  16.00        3       3
  0  2009       1      2  20.3  16.50        3       3
  0  2009       1      2  20.3  15.80        3       3
  1  2009       1      2  21.1  16.50        3       3
  0  2009       1      2  19.2  17.80        3       3
  0  2009       1      2  21.3  18.20        3       3
  0  2009       1      3  20.0  15.40        3       3
  0  2009       1      3  21.6  15.00        3       3
  1  2009       1      3  20.1  15.50        3       3
  0  2009       1      3  21.0  16.20        3       3
  1  2009       1      3  22.4  15.60        3       3
  1  2009       3      1  21.3  16.10        3       3
  0  2009       1      3  21.0  17.10        3       3
  0  2009       3      1  21.1  16.90        3       3
  0  2009       1      3  19.0  16.00        3       3
  1  2009       1      3  20.4  16.50        3       3
  1  2009       1      3  20.3  18.20        3       3
  1  2009       1      3  21.5  18.70        3       3
  1  2009       3      2  20.5  16.40        5       1
  0  2009       3      2  21.0  14.20        3       3
  1  2009       3      2  22.0  15.70        3       3
  0  2009       3      2  23.5  15.30        3       3
  0  2009       3      2  22.5  16.20        3       3
  1  2009       3      2  22.3  16.90        3       3
  1  2009       3      3  19.5  15.20        3       3
  1  2009       3      3  21.8  15.00        1       5
  0  2009       5      1  20.0  16.00        3       3
  0  2009       3      3  22.8  15.20        3       3
  0  2009       3      3  21.9  15.70        3       3
  1  2009       3      3  19.9  16.50        3       3
  1  2009       3      3  22.0  16.50        3       3
  1  2009       3      3  23.3  16.00        1       5
  0  2009       3      3  20.2  17.50        3       3
  0  2009       1      5  21.1  16.00        3       3
  0  2009       3      3  19.9  16.70        3       3
  0  2009       1      5  21.7  16.70        3       3
  0  2009       5      1  20.5  16.30        5       1
