 student  school  class     SC    TV  PTHK   THK     y 
1470       515    515102     0     0    2      1     0   
1471       515    515102     0     0    1      2     0   
1472       515    515102     0     0    1      2     0   
1473       515    515102     0     0    1      2     0   
1474       515    515102     0     0    2      2     0   
1475       515    515102     0     0    1      1     0   
1476       515    515102     0     0    2      2     0   
1477       515    515103     0     0    3      3     1   
1478       515    515103     0     0    4      3     1   
1479       515    515103     0     0    1      2     0   
1480       515    515103     0     0    1      0     0   
1481       515    515103     0     0    1      1     0   
1482       515    515103     0     0    3      5     1   
1483       515    515103     0     0    3      3     1   
1484       515    515103     0     0    2      2     0   
1485       515    515103     0     0    1      2     0   
1486       515    515103     0     0    0      4     1   
1487       515    515103     0     0    2      0     0   
1488       515    515103     0     0    3      0     0   
1489       515    515103     0     0    2      3     1   
1490       515    515103     0     0    1      1     0   
1491       515    515104     0     0    3      4     1   
1492       515    515104     0     0    1      1     0   
1493       515    515104     0     0    4      2     0   
1494       515    515104     0     0    1      0     0   
1495       515    515104     0     0    4      3     1   
1496       515    515104     0     0    2      4     1   
1497       515    515104     0     0    1      4     1   
1498       515    515104     0     0    3      4     1   
1499       515    515104     0     0    2      1     0   
1500       515    515104     0     0    4      1     0   
1501       515    515105     0     0    4      5     1   
1502       515    515105     0     0    2      2     0   
1503       515    515105     0     0    3      3     1   
1504       515    515105     0     0    2      3     1   
1505       515    515105     0     0    2      4     1   
1506       515    515105     0     0    2      1     0   
1507       515    515105     0     0    3      1     0   
1508       515    515105     0     0    2      3     1   
1509       515    515105     0     0    1      2     0   
1510       515    515105     0     0    2      2     0   
1511       515    515105     0     0    2      2     0   
1512       515    515105     0     0    1      3     1   
1513       515    515105     0     0    1      4     1   
1514       515    515105     0     0    1      3     1   
1515       515    515106     0     0    1      3     1   
1516       515    515106     0     0    4      4     1   
1517       515    515106     0     0    3      1     0   
1518       515    515106     0     0    1      2     0   
1519       515    515106     0     0    4      2     0   
1520       515    515106     0     0    3      3     1   
1521       515    515106     0     0    3      2     0   
1522       515    515106     0     0    2      3     1   
1523       515    515106     0     0    3      3     1   
1524       515    515106     0     0    3      3     1   
1525       515    515106     0     0    4      4     1   
1526       515    515106     0     0    3      3     1   
1527       515    515106     0     0    4      2     0   
1528       515    515106     0     0    2      1     0   
1529       515    515106     0     0    1      2     0   
1530       515    515106     0     0    3      2     0   
1531       515    515106     0     0    1      0     0   
1532       515    515106     0     0    1      3     1   
1533       515    515107     0     0    1      2     0   
1534       515    515107     0     0    3      1     0   
1535       515    515107     0     0    3      3     1   
1536       515    515107     0     0    2      3     1   
1537       515    515108     0     0    4      4     1   
1538       515    515108     0     0    1      1     0   
1539       515    515108     0     0    3      1     0   
1540       515    515108     0     0    1      1     0   
1541       515    515108     0     0    4      3     1   
1542       515    515108     0     0    5      2     0   
1543       515    515108     0     0    2      2     0   
1544       515    515108     0     0    1      2     0   
1545       515    515108     0     0    1      1     0   
1546       515    515109     0     0    4      4     1   
1547       515    515109     0     0    1      2     0   
1548       515    515109     0     0    3      3     1   
1549       515    515109     0     0    3      2     0   
1550       515    515109     0     0    4      1     0   
1551       515    515109     0     0    2      2     0   
1552       515    515109     0     0    0      1     0   
1553       515    515110     0     0    4      4     1   
1554       515    515110     0     0    1      2     0   
1555       515    515110     0     0    3      1     0   
1556       515    515110     0     0    2      3     1   
1557       515    515110     0     0    2      2     0   
1558       515    515110     0     0    2      1     0   
1559       515    515110     0     0    3      1     0   
1560       515    515110     0     0    1      1     0   
1561       515    515110     0     0    1      3     1   
1562       515    515110     0     0    1      1     0   
1563       515    515110     0     0    1      1     0   
1564       515    515110     0     0    2      2     0   
1565       515    515111     0     0    2      2     0   
1566       515    515111     0     0    1      2     0   
1567       515    515111     0     0    2      2     0   
1568       515    515111     0     0    2      2     0   
1569       515    515111     0     0    0      4     1   
1570       515    515111     0     0    3      4     1   
1571       515    515111     0     0    3      4     1   
1572       515    515111     0     0    2      3     1   
1573       515    515111     0     0    4      5     1   
1574       515    515111     0     0    3      2     0   
1575       515    515111     0     0    3      5     1   
1576       515    515111     0     0    2      3     1   
1577       515    515111     0     0    2      4     1   
1578       515    515111     0     0    0      2     0   
1579       515    515111     0     0    3      4     1   
1580       515    515112     0     0    2      3     1   
1581       515    515112     0     0    1      1     0   
1582       515    515112     0     0    1      2     0   
1583       515    515112     0     0    3      3     1   
1584       515    515112     0     0    2      2     0   
1585       515    515112     0     0    3      3     1   
1586       515    515112     0     0    2      4     1   
1587       515    515112     0     0    2      2     0   
1588       515    515112     0     0    2      3     1   
1589       515    515112     0     0    2      1     0   
1590       515    515112     0     0    3      4     1   
1591       515    515113     0     0    0      0     0   
1592       515    515113     0     0    3      2     0   
1593       515    515113     0     0    3      2     0   
1594       515    515113     0     0    3      1     0   
1595       515    515113     0     0    2      0     0   
1596       515    515113     0     0    2      1     0   
1597       515    515113     0     0    1      1     0   
1598       515    515113     0     0    2      1     0   
1599       515    515113     0     0    3      2     0   
1600       515    515113     0     0    3      3     1   
